Id,Title,Category,Location_Address,Location_City,Location_Venue,Event_Start,Full_Address,Latitude,Longitude
695,Telaga Waja Rafting (Include Lunch & Return Transportation),Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,24-Oct-24,"Gianyar, Bali, Indonesia, Bali, Indonesia","-8,5367146","115,3314412"
696,CNBLUENTITY in JAKARTA,Bisnis,"ICE BSD Hall 1, Jalan BSD Grand Boulevard Raya, Pagedangan, Tangerang Regency, Banten, Indonesia, Tangerang, Banten, Indonesia",Banten,ICE BSD Hall 1,24-Oct-24,"ICE BSD Hall 1, Jalan BSD Grand Boulevard Raya, Pagedangan, Tangerang Regency, Banten, Indonesia, Tangerang, Banten, Indonesia, Banten, Indonesia","-6,2982119","106,6374456"
697,AN ANIME SYMPHONY: RESONANCE,Lainnya,"JIEXPO Convention Centre And Theatre, Jalan Haji Benyamin Sueb Arena JIExpo Kemayoran Kelurahan :, RW.10, Kecamatan :, Kec. Kemayoran, Jkt Utara, Daerah Khusus Ibukota Jakarta 10620, Sawah Besar, Jakarta Utara, Jakarta, Indonesia",Jakarta,JIEXPO Convention Centre And Theatre,02-Dec-24,"JIEXPO Convention Centre And Theatre, Jalan Haji Benyamin Sueb Arena JIExpo Kemayoran Kelurahan :, RW.10, Kecamatan :, Kec. Kemayoran, Jkt Utara, Daerah Khusus Ibukota Jakarta 10620, Sawah Besar, Jakarta Utara, Jakarta, Indonesia, Jakarta, Indonesia","-6,1482018","106,8471359"
698,BABYMONSTER First Fanmeet â€œSee You Thereâ€ 2024 IN JAKARTA,Lainnya,"Tennis Indoor Senayan, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Tennis Indoor Senayan,10-Nov-24,"Tennis Indoor Senayan, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia, Jakarta, Indonesia","-6,2192714","106,8004543"
699,Hitman Return David Foster And Friends,Lainnya,"Jl. BSD Grand Boulevard No.1, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Banten 15339, Tangerang, Banten, Indonesia",Banten,Jl. BSD Grand Boulevard No.1,07-Dec-24,"Jl. BSD Grand Boulevard No.1, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Banten 15339, Tangerang, Banten, Indonesia, Banten 15339, Indonesia","-6,2978427","106,6402903"
700,Alan WalkerWorld,Musik,"Phantom Ground Park -  PIK 2, Kosambi, Tangerang, Banten, Indonesia",Banten,Phantom Ground Park -  PIK 2,10-Dec-24,"Phantom Ground Park -  PIK 2, Kosambi, Tangerang, Banten, Indonesia, Kosambi, Indonesia","-6,0579165","106,7079598"
701,Pandora Nightmare Festival 2024,Lainnya,"Ciputra World Surabaya, Jalan Mayjen Sungkono, Gunung Sari, Surabaya, East Java, Indonesia, Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Surabaya,Ciputra World Surabaya,30-Dec-24,"Ciputra World Surabaya, Jalan Mayjen Sungkono, Gunung Sari, Surabaya, East Java, Indonesia, Dukuh Pakis, Surabaya, Jawa Timur, Indonesia, Surabaya, Indonesia","-7,2892049","112,710592"
702,2024 TREASURE RELAY TOUR [REBOOT] IN JAKARTA - SHOW DAY 1 (JUNE 29),Lainnya,"Arena Indonesia (Indonesia Arena), Gelora, Tanah Abang, Jakarta Pusat, Indonesia, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Arena Indonesia (Indonesia Arena),18-Nov-24,"Arena Indonesia (Indonesia Arena), Gelora, Tanah Abang, Jakarta Pusat, Indonesia, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia, Jakarta, Indonesia","-6,2148437","106,8006274"
703,D'FESTA JAKARTA,Edukasi,"Mall Taman Anggrek, Letjen S. Parman St No.Kav 21, RT.12/RW.1, South Tanjung Duren, Grogol Petamburan, West Jakarta City, Jakarta 11470, Grogol Petamburan, Jakarta Barat, Jakarta, Indonesia",Jakarta,Mall Taman Anggrek,08-Jun-24,"Mall Taman Anggrek, Letjen S. Parman St No.Kav 21, RT.12/RW.1, South Tanjung Duren, Grogol Petamburan, West Jakarta City, Jakarta 11470, Grogol Petamburan, Jakarta Barat, Jakarta, Indonesia, Jakarta, Indonesia","-6,1786943","106,7927014"
704,2024 KIM SEONHO ASIA TOUR <COLOR FULL> IN JAKARTA,Wisata,"Indonesia Arena, Jalan Pintu Satu Senayan, RT.1/RW.3, Gelora, Central Jakarta City, Jakarta, Indonesia, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Indonesia Arena,21-Jul-24,"Indonesia Arena, Jalan Pintu Satu Senayan, RT.1/RW.3, Gelora, Central Jakarta City, Jakarta, Indonesia, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia, Jakarta, Indonesia","-6,2148437","106,8006274"
705,IVE THE 1ST WORLD TOUR <SHOW WHAT i HAVE> IN JAKARTA,Wisata,"ICE BSD City, Jalan BSD Grand Boulevard, Pagedangan, Tangerang Regency, Banten, Indonesia, Tangerang, Banten, Indonesia",Tangerang,ICE BSD City,25-May-24,"ICE BSD City, Jalan BSD Grand Boulevard, Pagedangan, Tangerang Regency, Banten, Indonesia, Tangerang, Banten, Indonesia, Indonesia, Indonesia","-6,3004202","106,6364517"
706,SAHID LIVE INTIMATE CONCERT WITH IWAN FALS & BAND,Musik,"Sahid Raya Yogyakarta Hotel & Convention, Jalan Babarsari, Janti, Caturtunggal, Sleman Regency, Yogyakarta, Indonesia, Depok, Yogyakarta, Provinsi Yogyakarta, Indonesia",Yogyakarta,Sahid Raya Yogyakarta Hotel & Convention,08-May-24,"Sahid Raya Yogyakarta Hotel & Convention, Jalan Babarsari, Janti, Caturtunggal, Sleman Regency, Yogyakarta, Indonesia, Depok, Yogyakarta, Provinsi Yogyakarta, Indonesia, Yogyakarta, Indonesia","-7,7797612","110,4139668"
707,The Girl Fest,Hiburan,"Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Jl. Gerbang Pemuda No.3,08-Nov-24,"Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia, Jakarta, Indonesia","-6,2133074","106,8040714"
708,Westlife The Hits Tour 2024,Wisata,"Candi Prambanan. Jl. Raya Solo - Yogyakarta No.16, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571, Prambanan, Sleman, Provinsi Yogyakarta, Indonesia",Yogyakarta,Candi Prambanan. Jl. Raya Solo - Yogyakarta No.16,31-Aug-24,"Candi Prambanan. Jl. Raya Solo - Yogyakarta No.16, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571, Prambanan, Sleman, Provinsi Yogyakarta, Indonesia, Sleman, Indonesia","-7,7520206","110,4914674"
709,5th Anniversary LAVVA,Musik,"Level P4 Plaza Senayan, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Level P4 Plaza Senayan,25-Jun-24,"Level P4 Plaza Senayan, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia, Jakarta, Indonesia","-6,2255918","106,7993027"
710,Semilir Japan Matsuri 3,Edukasi,"DUSUN SEMILIR, JL SOEKARNO HATTA 49 NGEMPLAK BAWEN KAB. SEMARANG 50661, Bawen, Semarang, Jawa Tengah, Indonesia",Semarang,DUSUN SEMILIR,24-Nov-24,"DUSUN SEMILIR, JL SOEKARNO HATTA 49 NGEMPLAK BAWEN KAB. SEMARANG 50661, Bawen, Semarang, Jawa Tengah, Indonesia, Semarang, Indonesia","-7,2382983","110,4332243"
711,Batam Light Festival,Wisata,"Jl Pasir Putih, Sadai, Kec Bengkong, Kota Batam, Batam Kota, Batam, Kepulauan Riau, Indonesia",Batam,Jl Pasir Putih,17-Aug-24,"Jl Pasir Putih, Sadai, Kec Bengkong, Kota Batam, Batam Kota, Batam, Kepulauan Riau, Indonesia, Batam, Indonesia","1,1388753","104,0431755"
712,Sounds of Downtown Vol.6,Musik,"Jl. Ksatria, Karang Pilang, Kec. Karangpilang, Surabaya, Jawa Timur 60221",Surabaya,"Lap. Bhumi Marinir Karangpilang, Surabaya",14-Jul-24,"Jl. Ksatria, Karang Pilang, Kec. Karangpilang, Surabaya, Jawa Timur 60221, Surabaya, Indonesia","-7,3377514","112,6900557"
713,MARKETEERS TECH FOR BUSINESS 2024,Bisnis,"Ciputra World Surabaya, Jalan Mayjen Sungkono, Gunung Sari, Surabaya, East Java, Indonesia, Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Surabaya,Ciputra World Surabaya,29-Apr-24,"Ciputra World Surabaya, Jalan Mayjen Sungkono, Gunung Sari, Surabaya, East Java, Indonesia, Dukuh Pakis, Surabaya, Jawa Timur, Indonesia, Surabaya, Indonesia","-7,2892049","112,710592"
714,MARKETEERS HANGOUT 2024 - MARKETING VS EVERYBODY,Bisnis,"Ciputra World, Retail Podium, Jl. Prof. DR. Satrio No.1 Kav. 3-5, RT.18/RW.4, Kuningan, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia",Jakarta,Ciputra World,26-Oct-24,"Ciputra World, Retail Podium, Jl. Prof. DR. Satrio No.1 Kav. 3-5, RT.18/RW.4, Kuningan, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia, Jakarta, Indonesia","-6,2236385","106,8226842"
715,Saloka Fest 2024,Lainnya,"Saloka Theme Park, Jl. Fatmawati No.154, Gumuksari, Lopait, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773, Tuntang, Semarang, Jawa Tengah, Indonesia",Semarang,Saloka Theme Park,06-Jun-24,"Saloka Theme Park, Jl. Fatmawati No.154, Gumuksari, Lopait, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773, Tuntang, Semarang, Jawa Tengah, Indonesia, Semarang, Indonesia","-7,280767","110,459024"
716,JAZZ GUNUNG BROMO 2024,Lainnya,"Jl. Raya Bromo, Wonotoro, Sukapura, Probolinggo, Jawa Timur 67254, Indonesia.",Probolinggo,Sewa Jeep Bromo,23-Jun-24,"Jl. Raya Bromo, Wonotoro, Sukapura, Probolinggo, Jawa Timur 67254, Indonesia., Probolinggo, Indonesia","-7,9165898","112,9816859"
717,BLOOMIGETHIC,Lainnya,"Jl. Bay Pass Ida Bagus Mantra KM. 28 Keramas, Medahan, Kec. Blahbatuh, Kabupaten Gianyar, Bali, Blahbatuh, Gianyar, Bali, Indonesia",Bali,Jl. Bay Pass Ida Bagus Mantra KM. 28 Keramas,20-Jul-24,"Jl. Bay Pass Ida Bagus Mantra KM. 28 Keramas, Medahan, Kec. Blahbatuh, Kabupaten Gianyar, Bali, Blahbatuh, Gianyar, Bali, Indonesia, Blahbatuh, Indonesia","-8,5975475","115,3307001"
718,IBL TOKOPEDIA - GAME 8 - PACIFIC CAESAR SURABAYA VS KESATRIAN BENGAWAN SOLO,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,26-Dec-24,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia, Surabaya, Indonesia","-7,249546","112,7897246"
719,IBL TOKOPEDIA - GAME 10 - PACIFIC CAESAR SURABAYA VS RANS SIMBA BOGOR,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,01-May-24,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia, Surabaya, Indonesia","-7,249546","112,7897246"
720,IBL TOKOPEDIA - GAME 11 - PACIFIC CAESAR SURABAYA VS PELITA JAYA BAKRIE,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,15-Dec-24,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia, Surabaya, Indonesia","-7,249546","112,7897246"
721,IBL TOKOPEDIA - GAME 12 - PACIFIC CAESAR SURABAYA VS PRAWIRA HARUM BANDUNG,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,30-Jun-24,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia, Surabaya, Indonesia","-7,249546","112,7897246"
722,IBL TOKOPEDIA - GAME 13 - PACIFIC CAESAR SURABAYA VS SATYA WACANA SALATIGA,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,03-Jul-24,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia, Surabaya, Indonesia","-7,249546","112,7897246"
723,BLACK BOX - HOLIDAY MULTIVERSE,Bisnis,"Cibinong City Mall 2, Cibinong City Mall, Jl. Tegar Beriman, Pakansari, Cibinong, Bogor Regency, West Java 16915, Cibinong, Bogor, Jawa Barat, Indonesia",Bogor,Cibinong City Mall 2,22-Aug-24,"Cibinong City Mall 2, Cibinong City Mall, Jl. Tegar Beriman, Pakansari, Cibinong, Bogor Regency, West Java 16915, Cibinong, Bogor, Jawa Barat, Indonesia, Bogor, Indonesia","-6,4845863","106,841003"
724,HIU SELATAN HARD ENDURO SERI 6 2024,Lainnya,"Quary Batu Anugrah Bumi Cilacap Pasanggiri, Bulupayung, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah , Maos, Cilacap, Jawa Tengah, Indonesia",Cilacap,Quary Batu Anugrah Bumi Cilacap Pasanggiri,06-Nov-24,"Quary Batu Anugrah Bumi Cilacap Pasanggiri, Bulupayung, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah , Maos, Cilacap, Jawa Tengah, Indonesia, Cilacap, Indonesia","-7,5893786","109,1315198"
725,LIVE PERFORMANCE BY 19:26 AT ATLAS SUPER CLUB,Lainnya,"Jalan Pantai Berawa, Canggu, Badung Regency, Bali, Indonesia, Kuta Utara, Badung, Bali, Indonesia",Bali,Jalan Pantai Berawa,16-Jul-24,"Jalan Pantai Berawa, Canggu, Badung Regency, Bali, Indonesia, Kuta Utara, Badung, Bali, Indonesia, Indonesia, Indonesia","-8,6531234","115,1485242"
726,PRO FUTSAL LEAGUE 2024 - PEKAN 12,Olahraga,"GOR Pancasila UGM, Karang Gayam, Caturtunggal, Sleman Regency, Special Region Of Yogyakarta, Indonesia, Depok, Yogyakarta, Provinsi Yogyakarta, Indonesia",Yogyakarta,GOR Pancasila UGM,03-May-24,"GOR Pancasila UGM, Karang Gayam, Caturtunggal, Sleman Regency, Special Region Of Yogyakarta, Indonesia, Depok, Yogyakarta, Provinsi Yogyakarta, Indonesia, DI Yogyakarta, Indonesia","-7,7691783","110,384017"
727,Market Outlook 2H 2024,Bisnis,"GOR Pancasila UGM, Karang Gayam, Caturtunggal, Sleman Regency, Special Region Of Yogyakarta, Indonesia, Depok, Yogyakarta, Provinsi Yogyakarta, Indonesia",Yogyakarta,GOR Pancasila UGM,15-Nov-24,"GOR Pancasila UGM, Karang Gayam, Caturtunggal, Sleman Regency, Special Region Of Yogyakarta, Indonesia, Depok, Yogyakarta, Provinsi Yogyakarta, Indonesia, Di Yogyakarta, Indonesia","-7,7691783","110,384017"
728,Creative Clothing Fest 2024,Bisnis,"Mall Balekota Tangerang, Jl. Jenderal Sudirman No.3, RT.002/RW.012, Buaran Indah, Kec. Tangerang, Kota Tangerang, Banten 15119, Tangerang, Tangerang, Banten, Indonesia",Tangerang,Mall Balekota Tangerang,05-Jun-24,"Mall Balekota Tangerang, Jl. Jenderal Sudirman No.3, RT.002/RW.012, Buaran Indah, Kec. Tangerang, Kota Tangerang, Banten 15119, Tangerang, Tangerang, Banten, Indonesia, Tangerang, Indonesia","-6,1795856","106,6428523"
729,"Intimate Concert to Remember ""Rahasia Hati Element""",Bisnis,"Swiss-Belhotel Pondok Indah, Jalan Metro Pondok Indah, Pondok Pinang, South Jakarta City, Jakarta, Indonesia, Kebayoran Lama, Jakarta Selatan, Jakarta, Indonesia",Jakarta,Swiss-Belhotel Pondok Indah,14-Jul-24,"Swiss-Belhotel Pondok Indah, Jalan Metro Pondok Indah, Pondok Pinang, South Jakarta City, Jakarta, Indonesia, Kebayoran Lama, Jakarta Selatan, Jakarta, Indonesia, Jakarta, Indonesia","-6,28731","106,779882"
730,2024 DOH KYUNG SOO ASIA FAN CONCERT <BLOOM> in JAKARTA - DAY 2,Bisnis,"The Kasablanka Hall, Kota Kasablanka Lt. 3, Jl. Casablanca Raya Kav. 88, RT.3/RW.14, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Tebet, Jakarta Selatan, Jakarta, Indonesia",Jakarta,The Kasablanka Hall,16-May-24,"The Kasablanka Hall, Kota Kasablanka Lt. 3, Jl. Casablanca Raya Kav. 88, RT.3/RW.14, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Tebet, Jakarta Selatan, Jakarta, Indonesia, Jakarta, Indonesia","-6,2250145","106,8393706"
731,2024 DOH KYUNG SOO ASIA FAN CONCERT <BLOOM> in JAKARTA,Bisnis,"The Kasablanka Hall, Kota Kasablanka Lt. 3, Jl. Casablanca Raya Kav. 88, RT.3/RW.14, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Tebet, Jakarta Selatan, Jakarta, Indonesia",Jakarta,The Kasablanka Hall,12-May-24,"The Kasablanka Hall, Kota Kasablanka Lt. 3, Jl. Casablanca Raya Kav. 88, RT.3/RW.14, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Tebet, Jakarta Selatan, Jakarta, Indonesia, Jakarta, Indonesia","-6,2250145","106,8393706"
732,OPEN REHEARSAL WITH GEORGE HARLIONO,Bisnis,"USMAR ISMAIL HALL, Jl. H. R. Rasuna Said No.22 Kavling C, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia",Jakarta,USMAR ISMAIL HALL,17-Jul-24,"USMAR ISMAIL HALL, Jl. H. R. Rasuna Said No.22 Kavling C, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia, Jakarta, Indonesia","-6,2220869","106,8332229"
733,AN AUDIENCE WITH GEORGE HARLIONO,Bisnis,"USMAR ISMAIL HALL, Jl. H. R. Rasuna Said No.22 Kavling C, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia",Jakarta,USMAR ISMAIL HALL,09-Nov-24,"USMAR ISMAIL HALL, Jl. H. R. Rasuna Said No.22 Kavling C, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia, Jakarta, Indonesia","-6,2220869","106,8332229"
734,2024 TREASURE RELAY TOUR [REBOOT] IN JAKARTA - SHOW DAY 2 (JUNE 30),Bisnis,"Arena Indonesia (Indonesia Arena), Gelora, Tanah Abang, Jakarta Pusat, Indonesia, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Arena Indonesia (Indonesia Arena),13-Aug-24,"Arena Indonesia (Indonesia Arena), Gelora, Tanah Abang, Jakarta Pusat, Indonesia, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia, Jakarta, Indonesia","-6,2148437","106,8006274"
735,GAYENG FEST SEASON 3,Lainnya,"Lapangan Kompi C Yonif 410/Alugoro Pati, Pati, Jawa Tengah, Indonesia",Pati,Lapangan Kompi C Yonif 410/Alugoro Pati,06-Aug-24,"Lapangan Kompi C Yonif 410/Alugoro Pati, Pati, Jawa Tengah, Indonesia, Pati, Indonesia","-6,734357","111,0464752"
736,MEGA EARLY BIRD ATLAS BEACH CLUB NYE 2024,Lainnya,"Jalan Pantai Berawa, Canggu, Badung Regency, Bali, Indonesia, Kuta Utara, Badung, Bali, Indonesia",Bali,Jalan Pantai Berawa,11-Sep-24,"Jalan Pantai Berawa, Canggu, Badung Regency, Bali, Indonesia, Kuta Utara, Badung, Bali, Indonesia, Indonesia, Indonesia","-8,6531234","115,1485242"
737,Festival Pesona Danau Limboto,Budaya,"KAB. GORONTALO, GORONTALO",Gorontalo,"Jalan Pantai Berawa, Canggu, Badung Regency, Bali, Indonesia, Kuta Utara, Badung, Bali, Indonesia",24-Jun-24,"KAB. GORONTALO, GORONTALO, Gorontalo, Indonesia","0,5692733","122,8084496"
738,Festival Sriwijaya,Budaya,"KOTA PALEMBANG, SUMATERA SELATAN",Palembang,"KOTA PALEMBANG, SUMATERA SELATAN",23-Jun-24,"KOTA PALEMBANG, SUMATERA SELATAN, Palembang, Indonesia","-2,9760735","104,7754307"
739,Festival Bakar Tongkang,Budaya,"KAB. ROKAN HILIR, RIAU",Riau,"KAB. ROKAN HILIR, RIAU",22-Jun-24,"KAB. ROKAN HILIR, RIAU, Riau, Indonesia","1,6463978","100,8000051"
740,Festival Bamboo Rafting Loksado,Budaya,"KAB. HULU SUNGAI SELATAN, KALIMANTAN SELATAN",Kalimantan Selatan,"KAB. HULU SUNGAI SELATAN, KALIMANTAN SELATAN",23-Jun-24,"KAB. HULU SUNGAI SELATAN, KALIMANTAN SELATAN, Kalimantan Selatan, Indonesia","-2,7662681","115,2363408"
741,Pesta Kesenian Bali,Budaya,"KOTA DENPASAR, BALI",Bali,"KOTA DENPASAR, BALI",13-Jun-24,"KOTA DENPASAR, BALI, Bali, Indonesia","-8,6704582","115,2126293"
742,Padang Melang International Folklore Festival,Budaya,"Jl.  Bukit Padi, Jemaja Timur, Kepulauan Anambas Regency, Riau Islands",Riau,KAB. KEPULAUAN ANAMBAS  KEPULAUAN RIAU,15-Jun-24,"Jl.  Bukit Padi, Jemaja Timur, Kepulauan Anambas Regency, Riau Islands, Riau, Indonesia","2,952717","105,7468535"
743,Festival Nasional Reog Ponorogo,Budaya,"Ponorogo, Tamanarum, Ponorogo, Ponorogo Regency, East Java",Ponorogo,PONOROGO,07-Jul-24,"Ponorogo, Tamanarum, Ponorogo, Ponorogo Regency, East Java, Ponorogo, Indonesia","-7,8666664","111,4666089"
744,Festival Teluk Tomini,Budaya,"Dauh Puri Klod, Denpasar Barat, Denpasar City, Bali 80113",Bali,KAB. PARIGI MOUTONG | SULAWESI TENGAH,30-Jul-24,"Dauh Puri Klod, Denpasar Barat, Denpasar City, Bali 80113,  SULAWESI, Indonesia","-8,6736116","115,203737"
745,Geopark Night Specta,Budaya,"Kuwon Tengah, Pacarejo, Kec. Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta",Yogyakarta,KAB. GUNUNGKIDUL | DAERAH ISTIMEWA YOGYAKARTA,29-Jul-24,"Kuwon Tengah, Pacarejo, Kec. Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, DI Yogyakarta, Indonesia","-8,0285367","110,617637"
746,Festival Pesona Pohon Cinta,Budaya,"mesjid sujud pohon cinta, Jembatan, Pohuwato Timur, Marisa, Pohuwato Regency, Gorontalo",Gorontalo, KAB. PAHUWATO | GORONTALO,07-Jul-24,"mesjid sujud pohon cinta, Jembatan, Pohuwato Timur, Marisa, Pohuwato Regency, Gorontalo, Gorontalo, Indonesia","0,4494961","121,9482506"
747,Festival Rontek Pacitan,Budaya,Jl. Imam bonjol alun-alun pacitan,Pacitan,KAB. PACITAN | JAWA TIMUR,07-Aug-24,"Jl. Imam bonjol alun-alun pacitan, Pacitan, Indonesia","-8,1947467","111,1031998"
748,Festival Krakatau,Budaya,"Way Halim Permai, Way Halim, Bandar Lampung City, Lampung",Lampung,KOTA BANDAR LAMPUNG | LAMPUNG,07-Jul-24,"Way Halim Permai, Way Halim, Bandar Lampung City, Lampung, Lampung, Indonesia","-5,3853837","105,2765351"
749,Festival Batanghari,Budaya,"Jl. Cempaka Putih, Jambi City, Jambi",Jambi,KOTA JAMBI | JAMBI,16-Oct-24,"Jl. Cempaka Putih, Jambi City, Jambi, Jambi, Indonesia","-1,6042128","103,6145672"
750,Festival Tabut,Budaya,"Jl. Jendral. Sudirman, Pintu Batu, Kec. Tlk. Segara, Kota Bengkulu, Bengkulu 38114",Bengkulu,KOTA BENGKULU | BENGKULU,20-Nov-24,"Jl. Jendral. Sudirman, Pintu Batu, Kec. Tlk. Segara, Kota Bengkulu, Bengkulu 38114, Bengkulu, Indonesia","-3,7925818","102,2605399"
751,Pesona Hoyak Tabuik Piaman,Budaya,"Jl. Jend. Sudirman, Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25512",Sumatera Barat,KOTA PARIAMAN | SUMATERA BARAT,11-May-24,"Jl. Jend. Sudirman, Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25512, Sumatera Barat, Indonesia","-0,6257673","100,1254529"
752,Payakumbuh Botuang Festival,Budaya,"Daya Bangun, Payakumbuh Barat, Payakumbuh City, West Sumatra",Sumatera Barat,KOTA PAYAKUMBUH | SUMATERA BARAT,23-Aug-24,"Daya Bangun, Payakumbuh Barat, Payakumbuh City, West Sumatra, Sumatera Barat, Indonesia","-0,2281031","100,6330286"
753,Festival Gunung Slamet,Budaya,"Jl. Raya Serang, Krajan, Serang, Kec. Karangreja, Kabupaten Purbalingga, Jawa Tengah 53357",Probolinggo,KAB. PURBALINGGA | JAWA TENGAH,04-Jul-24,"Jl. Raya Serang, Krajan, Serang, Kec. Karangreja, Kabupaten Purbalingga, Jawa Tengah 53357, Purbalinga, Indonesia","-7,2428385","109,2895551"
754,Manakarra Fair,Budaya,"Jl. Yos Sudarso
Mamudju, West Sulawesi",Sulawesi,KAB. MAMUJU | SULAWESI BARAT,01-May-24,"Jl. Yos Sudarso
Mamudju, West Sulawesi, Sulawesi, Indonesia","-2,6707796","118,890411"
